id,occurrenceID,catalogNumber,basisOfRecord,collectionCode,scientificName,taxonRank,kingdom,family,higherClassification,vernacularName,previousIdentifications,individualCount,lifeStage,sex,longitudeDecimal,latitudeDecimal,geodeticDatum,dataGeneralizations,coordinateUncertaintyInMeters,continent,country,countryCode,stateProvince,locality,habitat,recordedBy,eventID,eventDate,eventTime,samplingProtocol,behavior,associatedTaxa,references,rightsHolder,license,modified
160700330@OBS,https://observation.org/observation/160700330,OBS.160700330,HumanObservation,Observations,Pelobates fuscus,species,Animalia,Pelobatidae,Animalia|Pelobatidae,Common Eurasian Spadefoot,,1,unknown,undetermined,22.4,53.2,WGS84,,5000,Europe,Poland,PL,,Poland - Podlaskie,,,,2018-07-14,42300,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.160700330,Stichting Natuurinformatie,CC BY-NC 4.0,2018-07-30
87493576@OBS,https://observation.org/observation/87493576,OBS.87493576,HumanObservation,Observations,Oriolus oriolus,species,Animalia,ORIOLES_AND_FIG_BIRDS_ORIOLIDAE,Animalia|ORIOLES_AND_FIG_BIRDS_ORIOLIDAE,Eurasian Golden Oriole,,1,unknown,undetermined,22.5807988644,53.3736995248,WGS84,,100,Europe,Poland,PL,,Poland - Biebrza NP,,,,2014-07-11,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.87493576,Stichting Natuurinformatie,CC BY-NC 4.0,2017-08-12
102437978@OBS,https://observation.org/observation/102437978,OBS.102437978,HumanObservation,Observations,Luscinia luscinia,species,Animalia,OLD_WORLD_FLYCATCHERS_MUSCICAPIDAE,Animalia|OLD_WORLD_FLYCATCHERS_MUSCICAPIDAE,Thrush Nightingale,,1,unknown,undetermined,22.729172,53.492375,WGS84,,25,Europe,Poland,PL,,Poland - Podlaskie,,,,2015-05-19,75120,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.102437978,Stichting Natuurinformatie,CC BY-NC 4.0,2015-05-20
119245950@OBS,https://observation.org/observation/119245950,OBS.119245950,HumanObservation,Observations,Gallinago gallinago,species,Animalia,SANDPIPERS_AND_ALLIES_SCOLOPACIDAE,Animalia|SANDPIPERS_AND_ALLIES_SCOLOPACIDAE,Common Snipe,,1,unknown,undetermined,23.8666747603565,52.9242788348347,WGS84,,25,Europe,Poland,PL,,Poland - Zbionrnik Siemianowka,,,,2016-05-27,65040,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.119245950,Stichting Natuurinformatie,CC BY-NC 4.0,2018-05-12
141763130@OBS,https://observation.org/observation/141763130,OBS.141763130,HumanObservation,Observations,Oriolus oriolus,species,Animalia,ORIOLES_AND_FIG_BIRDS_ORIOLIDAE,Animalia|ORIOLES_AND_FIG_BIRDS_ORIOLIDAE,Eurasian Golden Oriole,,2,unknown,undetermined,22.7069,53.5371,WGS84,,5,Europe,Poland,PL,,Poland - Biebrza NP,,,,2017-07-15,45000,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.141763130,Stichting Natuurinformatie,CC BY-NC 4.0,2017-10-03
122028280@OBS,https://observation.org/observation/122028280,OBS.122028280,HumanObservation,Observations,Chlidonias hybrida,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,Animalia|GULLS_TERNS_AND_SKIMMERS_LARIDAE,Whiskered Tern,,1,unknown,undetermined,23.78495451,52.9641866,WGS84,,25,Europe,Poland,PL,,Poland - Bachury,,,,2016-07-22,39480,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.122028280,Stichting Natuurinformatie,CC BY-NC 4.0,2016-08-01
177469515@OBS,https://observation.org/observation/177469515,OBS.177469515,HumanObservation,Observations,Thymelicus lineola,species,Animalia,SKIPPERS_HESPERIIDAE,Animalia|SKIPPERS_HESPERIIDAE,Essex Skipper,,1,imago,undetermined,22.8411979675293,53.5886001586914,WGS84,,25,Europe,Poland,PL,,Poland - Biebrza NP - Red Marsh,,,,2019-07-23,45780,seen,,,https://data.biodiversitydata.nl/obsint/observation/OBS.177469515,Stichting Natuurinformatie,CC BY-NC 4.0,2019-08-05
121186613@OBS,https://observation.org/observation/121186613,OBS.121186613,HumanObservation,Observations,Lycaena alciphron,species,Animalia,GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE,Animalia|GOSSAMERWINGED_BUTTERFLIES_LYCAENIDAE,Purple-shot Copper,,1,imago,male,22.3,49.15,WGS84,WGS84 coordinates generalized with formula: `coord = floor(coord * 100) / 100`,1000,Europe,Poland,PL,,Poland - Podkarpackie,,,,2016-07-10,36840,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.121186613,Stichting Natuurinformatie,CC BY-NC 4.0,2016-07-30
102401677@OBS,https://observation.org/observation/102401677,OBS.102401677,HumanObservation,Observations,Lophophanes cristatus,species,Animalia,TITS_PARIDAE,Animalia|TITS_PARIDAE,European Crested Tit,,1,unknown,undetermined,23.81022429,52.71040758,WGS84,,25,Europe,Poland,PL,,Poland - Białowieża,,,,2015-05-14,60120,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.102401677,Stichting Natuurinformatie,CC BY-NC 4.0,2015-05-31
126798163@OBS,https://observation.org/observation/126798163,OBS.126798163,HumanObservation,Observations,Saxicola rubetra,species,Animalia,OLD_WORLD_FLYCATCHERS_MUSCICAPIDAE,Animalia|OLD_WORLD_FLYCATCHERS_MUSCICAPIDAE,Whinchat,,1,unknown,undetermined,23.8348033279,52.6997028226,WGS84,,10,Europe,Poland,PL,,Poland - Białowieża,,,,2015-05-12,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.126798163,Stichting Natuurinformatie,CC BY-NC 4.0,2016-11-23
122086492@OBS,https://observation.org/observation/122086492,OBS.122086492,HumanObservation,Observations,Circus aeruginosus,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE,Western Marsh Harrier,,1,unknown,undetermined,23.82143612,52.7092446,WGS84,,25,Europe,Poland,PL,,Poland - Białowieża,,,,2016-07-24,39900,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.122086492,Stichting Natuurinformatie,CC BY-NC 4.0,2016-08-03
158934213@OBS,https://observation.org/observation/158934213,OBS.158934213,HumanObservation,Observations,Sterna hirundo,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,Animalia|GULLS_TERNS_AND_SKIMMERS_LARIDAE,Common Tern,,3,unknown,undetermined,14.66034131,52.57290753,WGS84,,25,Europe,Poland,PL,,Poland - Warta Mouth NP,,,,2018-06-24,53880,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.158934213,Stichting Natuurinformatie,CC BY-NC 4.0,2018-06-24
188613207@OBS,https://observation.org/observation/188613207,OBS.188613207,HumanObservation,Observations,Phoenicurus phoenicurus,species,Animalia,OLD_WORLD_FLYCATCHERS_MUSCICAPIDAE,Animalia|OLD_WORLD_FLYCATCHERS_MUSCICAPIDAE,Common Redstart,,1,unknown,undetermined,14.82224509,52.51716754,WGS84,,100,Europe,Poland,PL,,Poland - Lubuskie,,,,2016-05-04,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.188613207,Stichting Natuurinformatie,CC BY-NC 4.0,2020-04-13
78695731@OBS,https://observation.org/observation/78695731,OBS.78695731,HumanObservation,Observations,Grus grus,species,Animalia,CRANES_GRUIDAE,Animalia|CRANES_GRUIDAE,Common Crane,,3,unknown,undetermined,22.465117,53.421541,WGS84,,10,Europe,Poland,PL,,Poland - Podlaskie,,,,2013-08-10,43140,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.78695731,Stichting Natuurinformatie,CC BY-NC 4.0,2014-01-18
119075841@OBS,https://observation.org/observation/119075841,OBS.119075841,HumanObservation,Observations,Pelobates fuscus,species,Animalia,Pelobatidae,Animalia|Pelobatidae,Common Eurasian Spadefoot,,1,unknown,undetermined,22.55,53.35,WGS84,,5000,Europe,Poland,PL,,Poland - Biebrza NP - Gugny,,,,2016-05-22,82620,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.119075841,Stichting Natuurinformatie,CC BY-NC 4.0,2016-09-19
86993865@OBS,https://observation.org/observation/86993865,OBS.86993865,HumanObservation,Observations,Chloris chloris,species,Animalia,FINCHES_FRINGILLIDAE,Animalia|FINCHES_FRINGILLIDAE,European Greenfinch,,1,unknown,undetermined,23.8395595551,52.6978435301,WGS84,,10,Europe,Poland,PL,,Poland - Białowieża,,,,2014-06-06,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.86993865,Stichting Natuurinformatie,CC BY-NC 4.0,2014-08-06
102445580@OBS,https://observation.org/observation/102445580,OBS.102445580,HumanObservation,Observations,Gryllus campestris,species,Animalia,TRUE_CRICKETS_GRYLLIDAE,Animalia|TRUE_CRICKETS_GRYLLIDAE,Field Cricket,,10,unknown,undetermined,22.6805637124926,53.5080447373912,WGS84,,25,Europe,Poland,PL,,Poland - Podlaskie,,,,2015-05-16,32280,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.102445580,Stichting Natuurinformatie,CC BY-NC 4.0,2015-05-22
78180219@OBS,https://observation.org/observation/78180219,OBS.78180219,HumanObservation,Observations,Motacilla flava,species,Animalia,PIPITS_EN_WAGTAILS_MOTACILLIDAE,Animalia|PIPITS_EN_WAGTAILS_MOTACILLIDAE,Western Yellow Wagtail,,1,unknown,undetermined,22.7286386741319,53.492068147246,WGS84,,10,Europe,Poland,PL,,Poland - Podlaskie,,,,2013-08-05,25260,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.78180219,Stichting Natuurinformatie,CC BY-NC 4.0,2017-08-12
155759307@OBS,https://observation.org/observation/155759307,OBS.155759307,HumanObservation,Observations,Ciconia nigra,species,Animalia,STORKS_CICONIIDAE,Animalia|STORKS_CICONIIDAE,Black Stork,,1,unknown,undetermined,22.38739014,53.18216646,WGS84,,1000,Europe,Poland,PL,,Poland - Podlaskie,,,,2018-05-02,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.155759307,Stichting Natuurinformatie,CC BY-NC 4.0,2018-05-03
140958727@OBS,https://observation.org/observation/140958727,OBS.140958727,HumanObservation,Observations,Cygnus olor,species,Animalia,DUCKS_GEESE_AND_SWANS_ANATIDAE,Animalia|DUCKS_GEESE_AND_SWANS_ANATIDAE,Mute Swan,,2,unknown,undetermined,23.8804,52.9,WGS84,,10,Europe,Poland,PL,,Poland - Zbionrnik Siemianowka,,,,2017-06-29,36120,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.140958727,Stichting Natuurinformatie,CC BY-NC 4.0,2018-08-28
102349612@OBS,https://observation.org/observation/102349612,OBS.102349612,HumanObservation,Observations,Turdus philomelos,species,Animalia,THRUSHES_TURDIDAE,Animalia|THRUSHES_TURDIDAE,Song Thrush,,1,adult,undetermined,23.8300389394907,52.7270717777347,WGS84,,25,Europe,Poland,PL,,Poland - Bialowieski Park Narodowy,,,,2015-05-15,29220,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.102349612,Stichting Natuurinformatie,CC BY-NC 4.0,2015-05-17
141550799@OBS,https://observation.org/observation/141550799,OBS.141550799,HumanObservation,Observations,Alces alces,species,Animalia,DEER_CERVIDAE,Animalia|DEER_CERVIDAE,Elk,,2,unknown,undetermined,22.6047,53.2997,WGS84,,5,Europe,Poland,PL,,Poland - Biebrza NP,,,,2017-07-09,81180,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.141550799,Stichting Natuurinformatie,CC BY-NC 4.0,2017-07-13
55913942@OBS,https://observation.org/observation/55913942,OBS.55913942,HumanObservation,Observations,Coenonympha pamphilus,species,Animalia,BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE,Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE,Small Heath,,1,imago,undetermined,22.727392,53.500773,WGS84,,10,Europe,Poland,PL,,Poland - Biebrza NP,,,,2011-07-20,53820,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.55913942,Stichting Natuurinformatie,CC BY-NC 4.0,2013-09-24
87405455@OBS,https://observation.org/observation/87405455,OBS.87405455,HumanObservation,Observations,Dendrocopos major,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Great Spotted Woodpecker,,1,juvenile,undetermined,22.5913453102,53.4454586267,WGS84,,10,Europe,Poland,PL,,Poland - Biebrza NP,,,,2014-07-23,37560,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.87405455,Stichting Natuurinformatie,CC BY-NC 4.0,2014-09-26
125832043@OBS,https://observation.org/observation/125832043,OBS.125832043,HumanObservation,Observations,Tetrastes bonasia,species,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Animalia|FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Hazel Grouse,,1,unknown,undetermined,23.8,52.8,WGS84,,5000,Europe,Poland,PL,,Poland - Podlaskie,,,,2016-10-17,64860,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.125832043,Stichting Natuurinformatie,CC BY-NC 4.0,2016-10-24
149264859@OBS,https://observation.org/observation/149264859,OBS.149264859,HumanObservation,Observations,Pieris napi,species,Animalia,WHITES_PIERIDAE,Animalia|WHITES_PIERIDAE,Green-veined White,,1,unknown,undetermined,23.89090061,52.8989378,WGS84,,100,Europe,Poland,PL,,Poland - Zbionrnik Siemianowka,,,,2015-08-10,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.149264859,Stichting Natuurinformatie,CC BY-NC 4.0,2018-03-08
86063002@OBS,https://observation.org/observation/86063002,OBS.86063002,HumanObservation,Observations,Sylvia communis,species,Animalia,OLD_WORLD_WARBLERS_SYLVIIDAE,Animalia|OLD_WORLD_WARBLERS_SYLVIIDAE,Common Whitethroat,,2,unknown,undetermined,22.56356094,53.3720991,WGS84,,25,Europe,Poland,PL,,Poland - Biebrza NP - Budy Marsh,,,,2014-07-05,41160,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.86063002,Stichting Natuurinformatie,CC BY-NC 4.0,2017-08-11
156738760@OBS,https://observation.org/observation/156738760,OBS.156738760,HumanObservation,Observations,Melitaea cinxia,species,Animalia,BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE,Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE,Glanville Fritillary,,1,imago,undetermined,22.46,53.21,WGS84,WGS84 coordinates generalized with formula: `coord = floor(coord * 100) / 100`,1000,Europe,Poland,PL,,Poland - Podlaskie,,,,2018-05-15,57840,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.156738760,Stichting Natuurinformatie,CC BY-NC 4.0,2018-05-17
141383351@OBS,https://observation.org/observation/141383351,OBS.141383351,HumanObservation,Observations,Chlidonias leucopterus,species,Animalia,GULLS_TERNS_AND_SKIMMERS_LARIDAE,Animalia|GULLS_TERNS_AND_SKIMMERS_LARIDAE,White-winged Tern,,3,unknown,undetermined,22.4649,53.317,WGS84,,10,Europe,Poland,PL,,Poland - Biebrza NP,,,,2017-07-09,57060,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.141383351,Stichting Natuurinformatie,CC BY-NC 4.0,2018-05-12
148694059@OBS,https://observation.org/observation/148694059,OBS.148694059,HumanObservation,Observations,Plecotus auritus,species,Animalia,EVENING_BATS_VESPERTILIONIDAE,Animalia|EVENING_BATS_VESPERTILIONIDAE,Brown Long-eared Bat,,1,adult,undetermined,15.5,52.35,WGS84,,5000,Europe,Poland,PL,,Poland - Lubuskie,,,,2018-02-18,52620,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.148694059,Stichting Natuurinformatie,CC BY-NC 4.0,2018-02-20
97887203@OBS,https://observation.org/observation/97887203,OBS.97887203,HumanObservation,Observations,Buteo buteo,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE,Common Buzzard,,1,unknown,undetermined,23.8117799163,52.7070223946,WGS84,,100,Europe,Poland,PL,,Poland - Białowieża,,,,2015-02-02,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887203,Stichting Natuurinformatie,CC BY-NC 4.0,2015-02-10
86100111@OBS,https://observation.org/observation/86100111,OBS.86100111,HumanObservation,Observations,Streptopelia decaocto,species,Animalia,PIGEONS_AND_DOVES_COLUMBIDAE,Animalia|PIGEONS_AND_DOVES_COLUMBIDAE,Eurasian Collared Dove,,1,unknown,undetermined,15.8619832993,52.3588154856,WGS84,,1000,Europe,Poland,PL,,Poland - Lubuskie,,,,2014-07-06,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.86100111,Stichting Natuurinformatie,CC BY-NC 4.0,2014-08-18
105782491@OBS,https://observation.org/observation/105782491,OBS.105782491,HumanObservation,Observations,Hypogymnia physodes,species,,Parmeliaceae,Parmeliaceae,,,1,unknown,undetermined,23.8879394496,52.6845829006,WGS84,,100,Europe,Poland,PL,,Poland - Białowieża,,,,2015-06-19,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.105782491,Stichting Natuurinformatie,CC BY-NC 4.0,2017-09-18
122350782@OBS,https://observation.org/observation/122350782,OBS.122350782,HumanObservation,Observations,Natrix natrix,species,Animalia,Colubridae,Animalia|Colubridae,European Grass Snake,,1,unknown,undetermined,23.8,52.7,WGS84,,5000,Europe,Poland,PL,,Poland - Bialowieski Park Narodowy,,,,2016-06-08,38340,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.122350782,Stichting Natuurinformatie,CC BY-NC 4.0,2017-08-11
86347382@OBS,https://observation.org/observation/86347382,OBS.86347382,HumanObservation,Observations,Emberiza citrinella,species,Animalia,BUNTINGS_EMBERIZIDAE,Animalia|BUNTINGS_EMBERIZIDAE,Yellowhammer,,1,unknown,undetermined,23.86760663,52.69940032,WGS84,,25,Europe,Poland,PL,,Poland - Białowieża,,,,2014-07-15,70500,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.86347382,Stichting Natuurinformatie,CC BY-NC 4.0,2014-07-15
97887012@OBS,https://observation.org/observation/97887012,OBS.97887012,HumanObservation,Observations,Alces alces,species,Animalia,DEER_CERVIDAE,Animalia|DEER_CERVIDAE,Elk,,2,unknown,undetermined,22.6226252317,53.4538142791,WGS84,,100,Europe,Poland,PL,,Poland - Biebrza NP,,,,2015-02-06,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.97887012,Stichting Natuurinformatie,CC BY-NC 4.0,2015-02-10
40110186@OBS,https://observation.org/observation/40110186,OBS.40110186,HumanObservation,Observations,Muscicapa striata,species,Animalia,OLD_WORLD_FLYCATCHERS_MUSCICAPIDAE,Animalia|OLD_WORLD_FLYCATCHERS_MUSCICAPIDAE,Spotted Flycatcher,,1,unknown,male,23.7203979492187,52.7383422724463,WGS84,,10000,Europe,Poland,PL,,Poland- Bialowiesca,,,,2006-05-12,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.40110186,Stichting Natuurinformatie,CC BY-NC 4.0,2013-01-23
141842300@OBS,https://observation.org/observation/141842300,OBS.141842300,HumanObservation,Observations,Oriolus oriolus,species,Animalia,ORIOLES_AND_FIG_BIRDS_ORIOLIDAE,Animalia|ORIOLES_AND_FIG_BIRDS_ORIOLIDAE,Eurasian Golden Oriole,,1,unknown,undetermined,22.9048,53.5471,WGS84,,5,Europe,Poland,PL,,Poland - Podlaskie,,,,2017-07-20,70500,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.141842300,Stichting Natuurinformatie,CC BY-NC 4.0,2017-07-20
86100673@OBS,https://observation.org/observation/86100673,OBS.86100673,HumanObservation,Observations,Emberiza citrinella,species,Animalia,BUNTINGS_EMBERIZIDAE,Animalia|BUNTINGS_EMBERIZIDAE,Yellowhammer,,2,unknown,undetermined,22.45373862,53.31113937,WGS84,,25,Europe,Poland,PL,,Poland - Podlaskie,,,,2014-07-06,62340,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.86100673,Stichting Natuurinformatie,CC BY-NC 4.0,2017-08-12
122097271@OBS,https://observation.org/observation/122097271,OBS.122097271,HumanObservation,Observations,Perdix perdix,species,Animalia,FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Animalia|FRANCOLINS_QUAILS_PARTRIDGES_AND_PHEASANTS_PHASIANIDAE,Grey Partridge,,2,unknown,undetermined,22.914376,53.56254687,WGS84,,25,Europe,Poland,PL,,Poland - Biebrza NP,,,,2016-07-18,43980,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.122097271,Stichting Natuurinformatie,CC BY-NC 4.0,2017-10-03
105277488@OBS,https://observation.org/observation/105277488,OBS.105277488,HumanObservation,Observations,Ciconia ciconia,species,Animalia,STORKS_CICONIIDAE,Animalia|STORKS_CICONIIDAE,White Stork,,1,unknown,undetermined,23.8636493674,52.6966072904,WGS84,,100,Europe,Poland,PL,,Poland - Białowieża,,,,2015-08-02,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.105277488,Stichting Natuurinformatie,CC BY-NC 4.0,2015-08-10
118082242@OBS,https://observation.org/observation/118082242,OBS.118082242,HumanObservation,Observations,Ciconia ciconia,species,Animalia,STORKS_CICONIIDAE,Animalia|STORKS_CICONIIDAE,White Stork,,8,unknown,undetermined,14.7712370198368,52.5839632868605,WGS84,,25,Europe,Poland,PL,,Poland - Warta Mouth NP,,,,2016-05-06,70080,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.118082242,Stichting Natuurinformatie,CC BY-NC 4.0,2016-05-06
102697133@OBS,https://observation.org/observation/102697133,OBS.102697133,HumanObservation,Observations,Eupithecia intricata,species,Animalia,Geometridae,Animalia|Geometridae,Freyer's Pug,,2,unknown,undetermined,22.596,53.3484,WGS84,,15,Europe,Poland,PL,,Poland - Biebrza NP - Gugny,,,,2015-05-24,72000,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.102697133,Stichting Natuurinformatie,CC BY-NC 4.0,2015-05-26
157461193@OBS,https://observation.org/observation/157461193,OBS.157461193,HumanObservation,Observations,Ciconia nigra,species,Animalia,STORKS_CICONIIDAE,Animalia|STORKS_CICONIIDAE,Black Stork,,1,unknown,undetermined,19.7203147492681,50.8308977325777,WGS84,,25,Europe,Poland,PL,,Poland - Śląskie,,,,2018-05-24,45300,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.157461193,Stichting Natuurinformatie,CC BY-NC 4.0,2018-06-06
142474118@OBS,https://observation.org/observation/142474118,OBS.142474118,HumanObservation,Observations,Alces alces,species,Animalia,DEER_CERVIDAE,Animalia|DEER_CERVIDAE,Elk,,1,unknown,undetermined,22.5482418198829,53.3672217108217,WGS84,,25,Europe,Poland,PL,,Poland - Biebrza NP - Budy Marsh,,,,2017-07-25,37800,seen,,,https://data.biodiversitydata.nl/obsint/observation/OBS.142474118,Stichting Natuurinformatie,CC BY-NC 4.0,2017-08-05
86993822@OBS,https://observation.org/observation/86993822,OBS.86993822,HumanObservation,Observations,Locustella luscinioides,species,Animalia,Locustellidae,Animalia|Locustellidae,Savi's Warbler,,1,unknown,undetermined,23.8395595551,52.6978435301,WGS84,,10,Europe,Poland,PL,,Poland - Białowieża,,,,2014-06-06,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.86993822,Stichting Natuurinformatie,CC BY-NC 4.0,2017-08-12
84474483@OBS,https://observation.org/observation/84474483,OBS.84474483,HumanObservation,Observations,Certhia familiaris,species,Animalia,TREECREEPERS_CERTHIIDAE,Animalia|TREECREEPERS_CERTHIIDAE,Eurasian Treecreeper,,1,unknown,undetermined,23.763711419288,52.7035681144519,WGS84,,25,Europe,Poland,PL,,Poland - Białowieża,,,,2014-05-13,69000,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.84474483,Stichting Natuurinformatie,CC BY-NC 4.0,2017-08-11
176341250@OBS,https://observation.org/observation/176341250,OBS.176341250,HumanObservation,Observations,Emberiza citrinella,species,Animalia,BUNTINGS_EMBERIZIDAE,Animalia|BUNTINGS_EMBERIZIDAE,Yellowhammer,,1,unknown,undetermined,22.7284755706787,53.4982070922852,WGS84,,25,Europe,Poland,PL,,Poland - Biebrza NP,,,,2019-07-14,59520,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.176341250,Stichting Natuurinformatie,CC BY-NC 4.0,2019-07-15
123226954@OBS,https://observation.org/observation/123226954,OBS.123226954,HumanObservation,Observations,Issoria lathonia,species,Animalia,BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE,Animalia|BRUSHFOOTED_BUTTERFLIES_NYMPHALIDAE,Queen of Spain Fritillary,,1,imago,undetermined,22.53405701369,53.42786331579,WGS84,,100,Europe,Poland,PL,,Poland - Biebrza NP,,,,2016-07-19,51000,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.123226954,Stichting Natuurinformatie,CC BY-NC 4.0,2016-09-02
76102400@OBS,https://observation.org/observation/76102400,OBS.76102400,HumanObservation,Observations,Lanius collurio,species,Animalia,SHRIKES_LANIIDAE,Animalia|SHRIKES_LANIIDAE,Red-backed Shrike,,1,unknown,male,23.884661,52.704544,WGS84,,10,Europe,Poland,PL,,Poland - Białowieża,,,,2013-05-15,51840,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.76102400,Stichting Natuurinformatie,CC BY-NC 4.0,2014-01-18
102349470@OBS,https://observation.org/observation/102349470,OBS.102349470,HumanObservation,Observations,Circus aeruginosus,species,Animalia,HAWKS_AND_EAGLES_ACCIPITRIDAE,Animalia|HAWKS_AND_EAGLES_ACCIPITRIDAE,Western Marsh Harrier,,1,adult,undetermined,23.8814785815086,52.9019523559165,WGS84,,25,Europe,Poland,PL,,Poland - Zbionrnik Siemianowka,,,,2015-05-16,39300,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.102349470,Stichting Natuurinformatie,CC BY-NC 4.0,2015-05-17
105279205@OBS,https://observation.org/observation/105279205,OBS.105279205,HumanObservation,Observations,Dendrocopos major,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,Great Spotted Woodpecker,,1,unknown,undetermined,23.7479603288,52.7282972023,WGS84,,10,Europe,Poland,PL,,Poland - Białowieża,,,,2015-08-04,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.105279205,Stichting Natuurinformatie,CC BY-NC 4.0,2015-08-10
95190669@OBS,https://observation.org/observation/95190669,OBS.95190669,HumanObservation,Observations,Eupithecia tantillaria,species,Animalia,Geometridae,Animalia|Geometridae,Dwarf Pug,,2,imago,undetermined,23.849,52.703,WGS84,,1000,Europe,Poland,PL,,Poland - Białowieża - Palace Park,,,,2013-05-15,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.95190669,Stichting Natuurinformatie,CC BY-NC 4.0,2014-11-25
74674182@OBS,https://observation.org/observation/74674182,OBS.74674182,HumanObservation,Observations,Dendrocopos leucotos,species,Animalia,WOODPECKERS_PICIDAE,Animalia|WOODPECKERS_PICIDAE,White-backed Woodpecker,,1,unknown,undetermined,22.364519946277,49.260152054073,WGS84,,10,Europe,Poland,PL,,Poland - Podkarpackie,,,,2013-02-08,,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.74674182,Stichting Natuurinformatie,CC BY-NC 4.0,2017-08-11
115505593@OBS,https://observation.org/observation/115505593,OBS.115505593,HumanObservation,Observations,Turdus merula,species,Animalia,THRUSHES_TURDIDAE,Animalia|THRUSHES_TURDIDAE,Common Blackbird,,1,unknown,male,23.82720237,52.80262485,WGS84,,25,Europe,Poland,PL,,Poland - Bialowieski Park Narodowy,,,,2016-03-09,62940,,,,https://data.biodiversitydata.nl/obsint/observation/OBS.115505593,Stichting Natuurinformatie,CC BY-NC 4.0,2016-03-18
